ip;city;region;country;loc;org;timezone;hostname;postal;error
119.42.104.45;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
187.189.18.252;Monterrey;Nuevo León;MX;25.6751,-100.3185;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Monterrey;fixed-187-189-18-252.totalplay.net;64720;
168.194.74.99;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS264764 Innova Outsourcing S.A;America/Guatemala;168-194-74-99.static.innovatelco.net;01001;
181.209.223.77;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;77.223.209.181.static.intelnet.net.gt;01001;
187.216.135.22;Santiago de Querétaro;Querétaro;MX;20.5881,-100.3881;AS8151 UNINET;America/Mexico_City;customer-187-216-135-22.uninet-ide.com.mx;76120;
187.141.32.234;Mexico City;Mexico City;MX;19.4285,-99.1277;AS8151 UNINET;America/Mexico_City;customer-187-141-32-234-sta.uninet-ide.com.mx;03020;
31.182.59.36;Warsaw;Mazovia;PL;52.2298,21.0118;AS16342 Toya sp.z.o.o;Europe/Warsaw;dns1.om.pl;00-002;
49.229.64.34;Bangkok;Bangkok;TH;13.7540,100.5014;AS45458 SBN-ISP/AWN-ISP and SBN-NIX/AWN-NIX;Asia/Bangkok;;10200;
187.172.244.168;Mazatlán;Sinaloa;MX;23.2329,-106.4062;AS8151 UNINET;America/Mazatlan;dsl-187-172-244-168-dyn.prod-infinitum.com.mx;82170;
80.50.137.99;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;z.tpsa.do.mucha.dwdm99.tpnet.pl;00-002;
181.189.150.6;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS23243 COMCEL GUATEMALA S.A.;America/Guatemala;;01001;
180.180.168.212;Phetchaburi;Phetchaburi;TH;13.1119,99.9447;AS23969 TOT Public Company Limited;Asia/Bangkok;node-xck.pool-180-180.dynamic.totinternet.net;76150;
177.229.221.150;Morelia;Michoacán;MX;19.7008,-101.1844;AS262916 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-mor-221-150.megared.net.mx;58000;
176.107.119.82;Warsaw;Mazovia;PL;52.2298,21.0118;AS21021 Multimedia Polska Sp. z o.o.;Europe/Warsaw;host-176.107.119-82.dynamic.mm.pl;00-002;
190.148.132.57;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
110.78.44.90;Plai Phraya;Krabi;TH;8.5328,98.8637;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;81160;
83.19.217.127;Poznań;Greater Poland;PL;52.4069,16.9299;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;duf127.internetdsl.tpnet.pl;61-101;
189.154.211.20;Chihuahua;Chihuahua;MX;28.6353,-106.0889;AS8151 UNINET;America/Chihuahua;dsl-189-154-211-20-dyn.prod-infinitum.com.mx;31150;
189.147.167.214;Mexico City;Mexico City;MX;19.4285,-99.1277;AS8151 UNINET;America/Mexico_City;dsl-189-147-167-214-dyn.prod-infinitum.com.mx;03020;
190.149.72.246;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;246.72.149.190.static.intelnet.net.gt;01001;
171.4.192.230;Rayong;Rayong;TH;12.6809,101.2580;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-171.4.192-230.dynamic.3bb.in.th;21000;
181.174.123.198;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS23243 COMCEL GUATEMALA S.A.;America/Guatemala;;01001;
85.221.164.198;Baranowo;Greater Poland;PL;52.4353,16.7863;AS13110 INEA sp. z o.o.;Europe/Warsaw;c164-198.icpnet.pl;62-081;
49.49.79.34;Mukdahan;Mukdahan;TH;16.5453,104.7235;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-49.49.79-34.dynamic.3bb.co.th;49000;
78.8.199.234;Ursynów;Mazovia;PL;52.1552,21.0068;AS12741 Netia SA;Europe/Warsaw;dynamic-78-8-199-234.ssp.dialog.net.pl;02-822;
190.148.193.41;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;41.193.148.190.static.intelnet.net.gt;01001;
189.240.226.26;Mexico City;Mexico City;MX;19.4285,-99.1277;AS8151 UNINET;America/Mexico_City;customer-189-240-226-26.uninet-ide.com.mx;03020;
79.188.227.206;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;hst206.internetdsl.tpnet.pl;00-002;
201.168.136.71;Gobernantes;Querétaro;MX;20.6781,-100.4617;AS19332 COORDINADORA DE CARRIER'S, S.A. DE C.V.;America/Mexico_City;ip-201-168-136-71.marcatel.net.mx;76100;
181.174.125.125;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS23243 COMCEL GUATEMALA S.A.;America/Guatemala;;01001;
58.97.47.162;Bangkok;Bangkok;TH;13.7540,100.5014;AS7470 TRUE INTERNET Co.,Ltd.;Asia/Bangkok;58-97-47-162.static.asianet.co.th;10200;
125.25.103.15;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-kcv.pool-125-25.dynamic.totinternet.net;10200;
196.179.232.162;Tunis;Tunis Governorate;TN;36.8190,10.1658;AS37693 OOREDOO TUNISIE SA;Africa/Tunis;;;
190.143.151.66;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS13682 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
183.88.36.62;Bangkok;Bangkok;TH;13.7540,100.5014;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-183.88.36-62.dynamic.3bb.in.th;10200;
201.116.248.211;El Carmen;Querétaro;MX;20.5744,-100.2880;AS8151 UNINET;America/Mexico_City;static.customer-201-116-248-211.uninet-ide.com.mx;76246;
168.232.76.18;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS52286 LIBERTY NETWORKS GUATEMALA, LIMITADA;America/Guatemala;;01001;
61.19.21.33;Bangkok;Bangkok;TH;13.7540,100.5014;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;10200;
189.240.209.30;San Bernardino Tlaxcalancingo;Puebla;MX;19.0287,-98.2770;AS8151 UNINET;America/Mexico_City;customer-189-240-209-30.uninet-ide.com.mx;72820;
193.227.116.235;Łódź;Łódź Voivodeship;PL;51.7706,19.4739;AS41508 ZINET.NET.PL Sp. z.o.o.;Europe/Warsaw;ip235-116.iwacom.net.pl;90-001;
170.80.20.55;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS264637 Blue Consulting Group, S. A.;America/Guatemala;20.55.blue.net.gt;01001;
213.189.53.185;Warsaw;Mazovia;PL;52.2298,21.0118;AS57367 Atman Sp. z o.o.;Europe/Warsaw;ip-2.213-189-53-185.net.eco.atman.pl;00-002;
79.190.102.234;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;inz234.internetdsl.tpnet.pl;00-002;
187.216.43.130;Torreón;Coahuila;MX;25.5439,-103.4190;AS8151 UNINET;America/Monterrey;customer-187-216-43-130.uninet-ide.com.mx;27010;
182.53.98.79;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-jf3.pool-182-53.dynamic.totinternet.net;10200;
168.194.74.101;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS264764 Innova Outsourcing S.A;America/Guatemala;168-194-74-101.static.innovatelco.net;01001;
187.141.242.242;Torreón;Coahuila;MX;25.5439,-103.4190;AS8151 UNINET;America/Monterrey;customer-187-141-242-242-sta.uninet-ide.com.mx;27010;
213.241.9.198;Poznań;Greater Poland;PL;52.4069,16.9299;AS12741 Netia SA;Europe/Warsaw;213-241-9-198.static.ip.netia.com.pl;61-101;
212.91.10.155;Warsaw;Mazovia;PL;52.2298,21.0118;AS15694 Atman Sp. z o.o.;Europe/Warsaw;rev-212.91.10.155.atman.pl;00-002;
157.25.20.114;Warsaw;Mazovia;PL;52.2298,21.0118;AS12912 T-Mobile Polska S.A.;Europe/Warsaw;;00-002;
201.174.248.178;Piedras Negras;Coahuila;MX;28.7001,-100.5235;AS32098 Transtelco Inc;America/Matamoros;201-174-248-178.transtelco.net;26030;
146.88.57.18;Bangkok;Bangkok;TH;13.7540,100.5014;AS132280 Symphony Communication (Thailand) PCL.;Asia/Bangkok;static-146-88-57-18.violin.co.th;10200;
176.221.113.126;Warsaw;Mazovia;PL;52.2298,21.0118;AS21021 Multimedia Polska Sp. z o.o.;Europe/Warsaw;host-176-221-113-126.dynamic.mm.pl;00-002;
171.101.226.145;Bangkok;Bangkok;TH;13.7540,100.5014;AS17552 True Online;Asia/Bangkok;cm-171-101-226-145.revip11.asianet.co.th;10200;
94.75.76.18;Warsaw;Mazovia;PL;52.2298,21.0118;AS6830 Liberty Global B.V.;Europe/Warsaw;94-75-76-18.home.aster.pl;00-002;
83.118.85.100;Bangkok;Bangkok;TH;13.7540,100.5014;AS132280 Symphony Communication (Thailand) PCL.;Asia/Bangkok;;10200;
200.188.10.66;León de los Aldama;Guanajuato;MX;21.1291,-101.6737;AS11172 Alestra, S. de R.L. de C.V.;America/Mexico_City;200-188-10-66.static.axtel.net;37260;
45.164.150.130;Sololá;Sololá;GT;14.7722,-91.1833;AS267713 JORGE MARIO, MENDOZA LUX (PUNTO-NET);America/Guatemala;;07001;
190.143.164.154;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS13682 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
159.192.236.233;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
185.174.113.146;Rabka-Zdrój;Lesser Poland;PL;49.6089,19.9665;AS198187 Studio WIK Sp. z o.o.;Europe/Warsaw;185.174.113.146.studiowik.net.pl;34-700;
190.148.132.141;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
77.252.241.154;Poznań;Greater Poland;PL;52.4069,16.9299;AS12741 Netia SA;Europe/Warsaw;77-252-241-154.static.ip.netia.com.pl;61-101;
134.236.22.251;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
91.185.189.17;Warsaw;Mazovia;PL;52.2298,21.0118;AS57367 Atman Sp. z o.o.;Europe/Warsaw;ip-2.91-185-189-16.net.eco.atman.pl;00-002;
171.6.48.181;Bangkok;Bangkok;TH;13.7540,100.5014;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-171.6.48-181.dynamic.3bb.in.th;10200;
200.6.243.101;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
201.149.34.91;Mexico City;Mexico City;MX;19.4285,-99.1277;AS14178 Megacable Comunicaciones de Mexico, S.A. de C.V.;America/Mexico_City;service-static-149.34.91.mcm-telecom.com.mx;03020;
101.109.168.96;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-x9c.pool-101-109.dynamic.totinternet.net;10200;
186.96.145.238;Mexico City;Mexico City;MX;19.4285,-99.1277;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-186-96-145-238.totalplay.net;03020;
190.111.29.217;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS23243 COMCEL GUATEMALA S.A.;America/Guatemala;;01001;
82.177.208.114;Warsaw;Mazovia;PL;52.2298,21.0118;AS20804 Exatel S.A.;Europe/Warsaw;;00-002;
88.220.184.36;Warsaw;Mazovia;PL;52.2298,21.0118;AS20804 Exatel S.A.;Europe/Warsaw;;00-002;
177.249.166.5;Aguascalientes;Aguascalientes;MX;21.8823,-102.2826;AS16960 Cablevision Red, S.A de C.V.;America/Mexico_City;177.249.166.5-clientes-zap-izzi.mx;20000;
189.193.240.102;Navojoa;Sonora;MX;27.0703,-109.4437;AS262916 Mega Cable, S.A. de C.V.;America/Hermosillo;customer-slp-mca-240-102.megared.net.mx;85226;
170.80.20.11;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS264637 Blue Consulting Group, S. A.;America/Guatemala;20.11.blue.net.gt;01001;
195.116.149.75;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;;00-002;
182.53.160.50;Bang Rakam;Phitsanulok;TH;16.7585,100.1174;AS23969 TOT Public Company Limited;Asia/Bangkok;node-vn6.pool-182-53.dynamic.totinternet.net;65140;
200.49.175.75;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS23243 COMCEL GUATEMALA S.A.;America/Guatemala;map75.network49.175.tigo.net.gt;01001;
189.254.220.145;Salvatierra;Guanajuato;MX;20.2132,-100.8802;AS8151 UNINET;America/Mexico_City;customer-189-254-220-145-sta.uninet-ide.com.mx;38900;
61.19.86.57;Suphan Buri;Suphan Buri;TH;14.4742,100.1222;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;72150;
177.240.7.162;Zapopan;Jalisco;MX;20.7236,-103.3848;AS262916 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-gdl-mca-7-162.megared.net.mx;45136;
188.114.68.216;Poznań;Greater Poland;PL;52.4069,16.9299;AS207033 DTnet Adam Tarkowski Aneta Wyrwas s.c.;Europe/Warsaw;188-114-68-216.dtnet.com.pl;61-101;
190.61.89.241;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS52468 UFINET PANAMA S.A.;America/Guatemala;241.89.61.190.ufinet.com.gt;01001;
1.4.212.90;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-gnu.pool-1-4.dynamic.totinternet.net;10200;
91.185.191.73;Warsaw;Mazovia;PL;52.2298,21.0118;AS57367 Atman Sp. z o.o.;Europe/Warsaw;ip-73.91-185-191-2.net.eco.atman.pl;00-002;
201.103.160.251;Mexico City;Mexico City;MX;19.4285,-99.1277;AS8151 UNINET;America/Mexico_City;dsl-201-103-160-251-dyn.prod-infinitum.com.mx;03020;
101.51.228.245;Prakhon Chai;Buriram;TH;14.6107,103.0792;AS23969 TOT Public Company Limited;Asia/Bangkok;node-1985.pool-101-51.dynamic.totinternet.net;31140;
61.7.159.188;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;www.planetf.net;10200;
91.185.190.18;Warsaw;Mazovia;PL;52.2298,21.0118;AS57367 Atman Sp. z o.o.;Europe/Warsaw;ip-2.91-185-190-16.net.eco.atman.pl;00-002;
190.149.85.70;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
140.148.229.90;Cholula;Puebla;MX;19.0641,-98.3035;AS1840 Universidad de Las Americas-Puebla;America/Mexico_City;90-229.pue.udlap.mx;72760;
213.76.110.154;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;pqu154.internetdsl.tpnet.pl;00-002;
190.111.16.161;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS26617 Navega.com S.A.;America/Guatemala;;01001;
190.143.151.74;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS13682 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
201.165.54.34;Los Mochis;Sinaloa;MX;25.7930,-108.9981;AS13999 Mega Cable, S.A. de C.V.;America/Mazatlan;customer-zita-mca-54-34.megared.net.mx;81254;
80.48.33.22;Lublin;Lublin;PL;51.2500,22.5667;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;;20-001;
201.164.154.173;Culiacán;Sinaloa;MX;24.7903,-107.3878;AS13999 Mega Cable, S.A. de C.V.;America/Mazatlan;customer-cln-mca-154-173.megared.net.mx;80492;
190.149.175.66;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;66.175.149.190.dynamic.intelnet.net.gt;01001;
122.154.239.78;Tak;Tak;TH;16.8697,99.1290;AS9931 The Communication Authoity of Thailand, CAT;Asia/Bangkok;;63000;
125.25.225.178;Uttaradit;Uttaradit;TH;17.6256,100.0942;AS23969 TOT Public Company Limited;Asia/Bangkok;node-18ky.pool-125-25.dynamic.totinternet.net;53140;
80.50.97.50;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;;00-002;
190.148.132.149;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
147.50.19.254;Ban Talat Bueng;Chon Buri;TH;13.0715,101.0031;AS4750 CS LOXINFO PUBLIC COMPANY LIMITED;Asia/Bangkok;;20170;
189.193.240.78;Navojoa;Sonora;MX;27.0703,-109.4437;AS262916 Mega Cable, S.A. de C.V.;America/Hermosillo;customer-slp-mca-240-78.megared.net.mx;85226;
190.111.29.100;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS23243 COMCEL GUATEMALA S.A.;America/Guatemala;;01001;
110.77.153.161;Ban Na;Sukhothai;TH;17.0172,99.7328;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;64140;
187.199.149.204;San José del Cabo;Baja California Sur;MX;23.0541,-109.7037;AS8151 UNINET;America/Mazatlan;dsl-187-199-149-204-dyn.prod-infinitum.com.mx;23429;
89.250.198.74;Warsaw;Mazovia;PL;52.2298,21.0118;AS41421 StarNet Telecom Sp. z o.o.;Europe/Warsaw;ip-89-250-198-74.rev.snt.net.pl;00-002;
187.188.159.210;Aguascalientes;Aguascalientes;MX;21.8823,-102.2826;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-188-159-210.totalplay.net;20000;
168.194.74.100;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS264764 Innova Outsourcing S.A;America/Guatemala;168-194-74-100.static.innovatelco.net;01001;
212.122.222.34;Bydgoszcz;Kujawsko-Pomorskie;PL;53.1235,18.0076;AS12618 Politechnika Bydgoska im. Jana i Jedrzeja Sniadeckich;Europe/Warsaw;;85-001;
190.148.132.121;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
177.247.37.102;Zapopan;Jalisco;MX;20.7236,-103.3848;AS262916 Mega Cable, S.A. de C.V.;America/Mexico_City;customer-gdl-mca-37-102.megared.net.mx;45136;
202.142.195.157;Bangkok;Bangkok;TH;13.7540,100.5014;AS7654 Internet Solution & Service Provider Co., Ltd.;Asia/Bangkok;;10200;
187.188.169.197;Boca del Rio;Veracruz;MX;19.1046,-96.1041;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-188-169-197.totalplay.net;94290;
45.128.110.62;Kwidzyn;Pomerania;PL;53.7249,18.9311;AS43073 Artur Wojtysiak trading as Danar Wojtysiak Sp. z o.o.;Europe/Warsaw;45.128.110.62-danar.net.pl;82-500;
82.177.175.38;Warsaw;Mazovia;PL;52.2298,21.0118;AS20804 Exatel S.A.;Europe/Warsaw;;00-002;
101.108.135.125;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-qrh.pool-101-108.dynamic.totinternet.net;10200;
185.128.158.13;Warsaw;Mazovia;PL;52.2298,21.0118;AS41421 StarNet Telecom Sp. z o.o.;Europe/Warsaw;42687fa621158.rev.snt.net.pl;00-002;
171.6.147.6;Bangkok;Bangkok;TH;13.7540,100.5014;AS45758 Triple T Broadband Public Company Limited;Asia/Bangkok;mx-ll-171.6.147-6.dynamic.3bb.in.th;10200;
216.230.130.150;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;150.130.static.intelnet.net.gt;01001;
177.231.250.90;Zapopan;Jalisco;MX;20.7236,-103.3848;AS13999 Mega Cable, S.A. de C.V.;America/Mexico_City;gdl.inntecmp.com.mx;45136;
168.232.76.14;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS52286 LIBERTY NETWORKS GUATEMALA, LIMITADA;America/Guatemala;;01001;
83.1.183.250;Warsaw;Mazovia;PL;52.2298,21.0118;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;;00-002;
181.209.194.218;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;218.194.209.181.static.intelnet.net.gt;01001;
83.118.19.66;Bangkok;Bangkok;TH;13.7540,100.5014;AS132280 Symphony Communication (Thailand) PCL.;Asia/Bangkok;di-83-118-19-66.symphony.net.th;10200;
201.174.133.22;Tijuana;Baja California;MX;32.5027,-117.0037;AS32098 Transtelco Inc;America/Tijuana;201-174-133-22.transtelco.net;22703;
187.188.157.75;León de los Aldama;Guanajuato;MX;21.1291,-101.6737;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-188-157-75.totalplay.net;37260;
161.82.187.6;Bangkok;Bangkok;TH;13.7540,100.5014;AS136393 Symphony Communication (Thailand) PCL.;Asia/Bangkok;;10200;
200.188.8.142;Mexico City;Mexico City;MX;19.4285,-99.1277;AS11172 Alestra, S. de R.L. de C.V.;America/Mexico_City;200-188-8-142.static.axtel.net;03020;
190.148.132.89;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
212.91.27.163;Warsaw;Mazovia;PL;52.2298,21.0118;AS57367 Atman Sp. z o.o.;Europe/Warsaw;ip-163.net-212-91-27-0.eco.atman.pl;00-002;
190.149.69.49;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;49.69.149.190.dynamic.intelnet.net.gt;01001;
201.168.152.106;La Palma;Querétaro;MX;20.5222,-100.1739;AS19332 COORDINADORA DE CARRIER'S, S.A. DE C.V.;America/Mexico_City;ip-201-168-152-106.marcatel.net.mx;76703;
31.186.81.81;Warsaw;Mazovia;PL;52.2298,21.0118;AS57367 Atman Sp. z o.o.;Europe/Warsaw;ip-1.31-186-81-80.net.eco.atman.pl;00-002;
201.168.127.122;Saltillo;Coahuila;MX;25.4232,-101.0053;AS19332 COORDINADORA DE CARRIER'S, S.A. DE C.V.;America/Monterrey;ip-201-168-127-122.marcatel.net.mx;30189;
203.144.240.194;Bangkok;Bangkok;TH;13.7540,100.5014;AS7470 TRUE INTERNET Co.,Ltd.;Asia/Bangkok;203-144-240-194.static.asianet.co.th;10200;
110.77.147.235;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
201.151.38.14;Santiago de Querétaro;Querétaro;MX;20.5881,-100.3881;AS11172 Alestra, S. de R.L. de C.V.;America/Mexico_City;static-201-151-38-14.alestra.net.mx;76120;
187.190.125.55;San Juan del Río;Querétaro;MX;20.3889,-99.9958;AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV;America/Mexico_City;fixed-187-190-125-55.totalplay.net;76803;
58.97.114.20;Bangkok;Bangkok;TH;13.7540,100.5014;AS7470 TRUE INTERNET Co.,Ltd.;Asia/Bangkok;58-97-114-20.static.asianet.co.th;10200;
190.143.201.98;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS13682 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
80.54.118.86;Poznań;Greater Poland;PL;52.4069,16.9299;AS5617 Orange Polska Spolka Akcyjna;Europe/Warsaw;;61-101;
223.27.225.178;Bangkok;Bangkok;TH;13.7540,100.5014;AS38794 UIH;Asia/Bangkok;;10200;
185.25.120.40;Tarnów;Lesser Poland;PL;50.0138,20.9870;"AS60806 ""ZICOM NEXT"" SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA";Europe/Warsaw;c40.jaroslaw.zicom.pl;33-100;
190.148.132.97;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
177.240.30.98;Mérida;Yucatán;MX;20.9754,-89.6170;AS13999 Mega Cable, S.A. de C.V.;America/Merida;customer-tln-30-98.megared.net.mx;97203;
187.213.242.27;Zapopan;Jalisco;MX;20.7236,-103.3848;AS8151 UNINET;America/Mexico_City;dsl-187-213-242-27-dyn.prod-infinitum.com.mx;45136;
171.103.213.10;Bangkok;Bangkok;TH;13.7540,100.5014;AS7470 TRUE INTERNET Co.,Ltd.;Asia/Bangkok;171-103-213-10.static.asianet.co.th;10200;
212.122.222.50;Bydgoszcz;Kujawsko-Pomorskie;PL;53.1235,18.0076;AS12618 Politechnika Bydgoska im. Jana i Jedrzeja Sniadeckich;Europe/Warsaw;;85-001;
61.7.168.102;Bangkok;Bangkok;TH;13.7540,100.5014;AS131090 CAT TELECOM Public Company Ltd,CAT;Asia/Bangkok;;10200;
190.148.132.69;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS14754 TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA;America/Guatemala;;01001;
176.107.119.42;Warsaw;Mazovia;PL;52.2298,21.0118;AS21021 Multimedia Polska Sp. z o.o.;Europe/Warsaw;host-176.107.119-42.dynamic.mm.pl;00-002;
187.145.203.14;Ecatepec de Morelos;México;MX;19.6049,-99.0606;AS8151 UNINET;America/Mexico_City;dsl-187-145-203-14-dyn.prod-infinitum.com.mx;55020;
85.232.250.117;Warsaw;Mazovia;PL;52.2298,21.0118;AS15694 Atman Sp. z o.o.;Europe/Warsaw;rev-85.232.250.117.atman.pl;00-002;
88.220.48.34;Warsaw;Mazovia;PL;52.2298,21.0118;AS20804 Exatel S.A.;Europe/Warsaw;ip-88-220-48-34.unregistered.net.exatel.pl;00-002;
189.84.97.146;Guatemala City;Guatemala;GT;14.6407,-90.5133;AS263763 REDES HIBRIDAS, S. A.;America/Guatemala;;01001;
101.108.133.83;Bangkok;Bangkok;TH;13.7540,100.5014;AS23969 TOT Public Company Limited;Asia/Bangkok;node-qc3.pool-101-108.dynamic.totinternet.net;10200;
